ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B095Y166R3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,NuAngela,,Travel Accessory- Cosmetic Bag,unisex-adult,Ripple,,"NuAngela Travel Toiletry Bag, Portable Makeup Bags for Women and Girls, Large Cosmetic Case Zipper Make Up Pounch, Water Proof Cosmetics Accessories Organizer",,,
B08VGP6Z2N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MERIGLARE,,,,,30 Count (Pack of 1),"MERIGLARE Large Nail Polish Storage Organizer Holder Carrying Case Bag, for 30 Bottles (5ml-15ml) for Manicure Accessories - Black",,,
B06XCQCL1Q,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Creativee,"Business, Travel, Party",,,"standardized_values:Grey, value:Grey",20*9*9CM,"Creativee Toiletry Bags for Women - Make up Bag - Travel Toiletry Bag Geometric Foldable Storage Makeup Tool Toiletries, White",,,
B07TC2BGZ5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ChinFun,,,womens,"standardized_values:Black, value:Nylon Long Style-black",One Size,"ChinFun Women's Beach Cover Up Luxury Nylon Spandex Sarong Dress Pareo Knee Length Bathing Suit Swimming Waist Wrap, Nylon Long Style-Black, One Size,",,,
B07QD58H8W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bongles,"Business, Travel",,,Camouflage Green,L,Camouflage Travel Toiletry Bag Waterproof Toilet Organizer Wash Bags Large Capacity Travel Cosmetic Bag with Zipper and Handle,,,
B09LCKVZ83,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Amzbeauty,,,Women,"standardized_values:Black, value:Bear Nurse",L,Bear Nurse Print Makeup Bag Organiser Cosmetic Pouch Waterproof Daily Storage Bags for Women Ladies Teen Girls Purple Toiletries Handbags,,,
B09D2XT2D8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Peace Love Cannabis,,Peace Love Cannabis Cosmetic Bag Marijuana Makeup Bag with Zipper Weed Gift for Stoner Weed Lover Gift (Peace Love Cannabis),,,
B07WNM67LS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Beaupretty,,,,As Shown,M,Beaupretty Halloween Cosmetic Bag Pumpkin Printing Makeup Pouch Holder Cosmetic Toiletry Bag for Travel,,,
B0B2RJKFVT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,U-daisy White,,Daisy Makeup Bag Daisy Lover Gifts A Daisy Does Not Pretend to Be A Rose Makeup Bag Motivational Friendship Gift Flowers Cosmetic Bags (U-Daisy White),,,
B00XYTVKYE,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Signare,,,,Labrador,One Size,"Signare Tapestry Cosmetic Bag Makeup Bag for Women with Cat and Dog Pet Design (Labrador, COSM-LAB)",,,
B08CSP1P86,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Nanshy,Travel,,,"standardized_values:White, value:White",29x20cm,"Nanshy Clear Makeup Bag, Transparent Beauty Pouch, Sealable PVC Cosmetic Clutch, Ziplock Travel Zipper Toiletry Sea Through Case",,,
B07L3PFW81,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Buruis,"Business, Travel",,,"standardized_values:Blue, value:Light Blue",,"Extra Large Capacity Hanging Toiletry Bag for Men & Women, Portable Waterproof Bathroom Shower Bag, Lightweight Dopp kit Shaving Bag, Sturdy Metal Hook Organizer Makeup Bag (Light Blue)",,,
B07RBSJ28K,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wamika,,,,"standardized_values:multicolour, value:Multicolored",One Size,"Watercolor French Bulldog Pencil Case Pen Bag Pouch Stationary Box Hand Bag, Travel Makeup Cosmetic Bag Passport Holder Storage for Women",,,
B08Q38PYD6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Joligrace,,,Womens,"standardized_values:Gold, value:Golden",M,Joligrace Makeup Case Cosmetics Box Vanity Case Jewellery Storage Cases Makeup Box with Mirror,,,
B07YHNJCWH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YNR,,,,"standardized_values:Black, value:Black",L,Roll-up Cosmetic Makeup Case Organizer Pouch Hanging Toiletry Jewellery Wash Bag (Black),,,
B0B6W3XLLR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,,,"standardized_values:Brown, value:Brown",,"2022 Upgrade Large Capacity Travel Cosmetic Bag, Large Capacity Cosmetic Bag, Large Capacity Makeup Bag with Travel Sub-Bottling Set (Brown)",,,
B07TKVFR72,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mnsruu,Travel,,,"standardized_values:Multicolor, value:Multicolor",One Size,"Makeup Bag, Dragonfly Cosmetic Toiletry Storage Organiser Case Large Travel Handle Pouch Best Gift for Teenage Girl Women Lady",,,
B09BLZT7X7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Trihedral-X,,,unisex-adult,"standardized_values:Pink, value:Pink",,Mini Medicine Bag Outdoor Travel portable Emergency Kit Multipurpose Women Make up Small Pouch Cosmetic Stoage Bag (Color : Pink),,,
B07PFCLPKX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,werpower,,,,"standardized_values:Black, value:Black",,Travalate Polyester Toiletry Bag (Black_Tr1323),,,
B08GP45L67,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,bagINBAG,,Travel Accessory- Cosmetics Case,Womens,Blue Mixed Green,S,"bagINBAG Lipstick Organiser, Lipstick Holders, Makeup Bag, Small Cosmetic Case in Multicolor with 20 slots",,,
B07XHXQRLH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yinke,,,,"standardized_values:Yellow ����, value:Yellow",,"Travel Case for Philips OneBlade Pro Trimmer & Shaver QP6520, QP6510, EVA Hard Case with Sponge, Protective Cover Storage Bag for OneBlade Pro (Yellow)",,,
B07QGBQR4H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,POLARE ORIGINAL,"Casual, Travel",,,"standardized_values:Brown, value:B-brown",M,Polare Toiletry Bag Full Grain Leather Shaving Kit Dopp Kit Travel Case Wash Bag with YKK Zippers,,,
B07R8TJV11,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Loomiloo,,Travel Accessory- Cosmetic Bag,womens,Hearts 51356,,"Cosmetic Bag for Women,Loomiloo Adorable Roomy Makeup Bags Travel Water Resistant Toiletry Bag Accessories Organizer Liama Gifts, Hearts 51356",,,
B07P7YB84R,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Francis Essentials,Travel,,,"standardized_values:Red, value:Red",16x6x12 cm (Pack of 1),Travel Make Up Bag Cosmetic Toiletry Makeup Small Zip Storage Case for Women Accessories Toiletries Organiser Waterproof Toilet Bathroom Cosmetics Wash Bags Pouch Francis Essentials,,,
B07S6H8LD5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,All Things Personalised,,,,Rainbow Sparkle,S,Personalised Name Black Canvas Make Up Wash Bag Wide Base Pouch Christmas Birthday Present - Rainbow Sparkle,,,
B06XCZ4QYY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Creativee,"Business, Travel, Party",,,"standardized_values:Yellow, value:Yellow",22*11*11cm,"Creativee (Yellow Makeup Tool Storage Bag, Geometric Foldable Rhombus Folding Grid Cube Handbag, Cosmetic Tote Bag Pouch Purse Toiletry Bag Organizer",,,
B09VDFW3GT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,84_no4,,Cousin Gifts Cosmetic Bag for Women Best Friend Friendship Gift Makeup Bag Pouch Cousin Birthday Wedding Graduation Gift for Cousin BFF Long Distance Relationship Gifts for Cousin Travel Make Up Bag,,,
B07P8WDVSJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Moonwake Designs,,,,"standardized_values:Beige, value:Beige",,"Bride Makeup Bag, Bride Gift, Bride Cosmetic Bag, Engagement Gift, Bride Makeup Zipper Pouch, Bridal Shower, Engagement Gift",,,
B08Z48XWF4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,AKTAP,,,,Nurses Makeup Bag,M,Nurse Cosmetic Travel Pouch Bag Nurses Week Gifts Nursing School Supplies Gifts May You be Proud of The Work That You Do (Nurses Makeup Bag),,,
B0B6J5R27N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Syansju,,,,"standardized_values:Brown, value:Brown",,"Large Capacity Travel Cosmetic Bag,Waterproof Compartment Cosmetic Bag (Brown)",,,
B09332WF9N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FDDU,Travel,,,"standardized_values:Pink, value:Pink",,"Drawstring Makeup Bag, Makeup Pouch Storage Organiser, Lazy Cosmetic Bag, Velvet Cosmetic Storage Bag, Drawstring Portable Large for Bunny Ears Cosmetic Bag Travel, Home for Girls (Pink)",,,
B08TWYTY91,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Disney,Travel,Luggage- Kids' Luggage,Girls,"standardized_values:Blue, value:Good",29x21x15 cms,"Disney Good Vives Only Adaptable Toiletry Bag, Blue, 29 x 21 x 15 cm, Rigid ABS 9.14 L",,,
B07PK16SMN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wamika,,,,"standardized_values:Multicolour, value:Multicolour",OneSize,"Guinea Pig Cosmetic Bag Travel Makeup Cases, Vegetables Animal Portable Organizer Large Capacity Toiletry Storage Bag Box for Girls and Women Outdoor",,,
B086Z2S62M,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Cath Kidston,,,,"standardized_values:Red, value:Red",S,"Cath Kidston Box Cosmetic Bag, Sweet Strawberry",,,
B0B189YBXH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,U-best Occup,,OT Gift Occupational Therapist Makeup Bag Therapist Therapy Gift Best Occupational Therapist Ever Gift for Therapist OT Graduation Gift (U-Best Occup),,,
B09JVQ12M7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MIPOMALL,,Travel Accessory- Cosmetic Bag,,"standardized_values:Beige, value:Beige",,"Gifts from Teacher, My Favourite Teacher gave me This Bag, Birthday Gift for Women, Christmas Presents for her, Cosmetic Bag Present - cb0084",,,
B01HBFGI3Y,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Roo Beauty,,,,Imperial Teal,,"Roo Beauty Mobile Hairdressing Bag in Imperial Teal, Hairdressers Toolbag/Kitbag With Heat Proof Pocket",,,
B07TK9BPQV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wind Took,"Business, Travel",Travel Accessory- Toiletry Kit,mens,"standardized_values:Black, value:Black",L,Wind Took Hanging Toiletry Bag Large Travel Wash Bag Womens Cosmetic Bag Girls Makeup Organizer Toilet Bags for Men,,,
B09LCPGY3M,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Amzbeauty,,,Women,"standardized_values:Brown, value:Brown Leopard",L,Brown Leopard Print Makeup Bag Women Coin Purse Organizer Travel Mini Toiletry Pouch Portable Case Cosmetic Case Leather Kit Holder,,,
B07L18MJW3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Eggcatcher,,,,"standardized_values:Brown, value:Brown",,Eggcatcher england rugby wash kit bag [brown],,,
B07H84HYT6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Upstore,,,,"standardized_values:Brown, value:Brown",250ml,Upstore 3PCS 250ML/8OZ Brown Refillable Empty PET Plastic Pump Bottles with Black Pump Top Shampoo Shower Gel Jars Storage Containers Dispensers for Makeup Cosmetic Toiletries Liquid,,,
B0928D14HM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tongyu,"Business, Travel",,,"standardized_values:Blue, value:Blue",L,Make Up Bag Personalised Make Up Bags Make Up Bags for Women Maiden Make Up Bag Girls Make Up Bag Lazy Make Up Bag Initial Make Up Bag (Blue),,,
B07PNJZPCB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tyrrell Katz,,,,"standardized_values:Blue, value:Blue",,Tyrrell Katz Unicorns Wash Bag,,,
B07W9BXKWM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,riemot,Travel,,,"standardized_values:Green, value:Green",,"riemot Travel Toiletry Bag, Make Up Bag, Wash Bags, Portable Makeup/Shaving Kit Case Pouch, Holiday Essentials for Men Women, Ideal Gifts for Him/Her Green",,,
B01FH9NDSE,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Hotrose,,,,"standardized_values:Black, value:Black 2",X-Large,Hotrose Extra Large Space Storage Beauty Box Make up Nail Jewelry Cosmetic Vanity Case (Black 2),,,
B09XVLLKS6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Cath Kidston London,,,,"standardized_values:Red, value:Red",One Size,"Cath Kidston London Make Up Cosmetic Case with Mirror Love Letter in Oilcloth, Red",,,
B01MU30IPI,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Signare,,,,Flamingo,One Size,"Signare Tapestry Cosmetic Bag Makeup Bag for Women with Bird Design (Flamingo, COSM-FLAM)",,,
B0B6B3JX63,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Lazy bees,,,,"standardized_values:White, value:Transparent",,"12Pcs Refillable Empty Squeeze Travel Pouch, 30/50/100ml Portable Stand Up Spout Bag for Lotion Shampoo Face Cream Hand Soap Cosmetic Toiletry Containers",,,
B01LMHLIUK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MasterChinese,,Luggage- Garment Bag,womens,"standardized_values:white, value:White",,MasterChinese 4/pk 8x11 Inches Inner Lining Canvas Cotton DIY Tablet (iPad) Makeup Cosmetic Tool Zipper Pouch Bag (Handwash),,,
B07R9WHC93,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Cambond,,,,"standardized_values:Purple, value:Purple",rectangle,Cambond Holographic Makeup Bag Clear Cosmetic Bag Organizer Large Capacity Iridescent Makeup Pouch Clear Toiletry Pouch Hologram Clutch Cosmetic Pouch for Women,,,
B09Y8LVGDZ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,,,,,������,,Cheerleader Gift Girls Cheerleading Gift Girl Cosmetic Bags Cheer Makeup Bag Gifts Cheer Team Gift Cheerleader Thank You Gift (Cheer Stunt),,,
B07SNGKH1T,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Adar Uniforms,,,womens,"standardized_values:Red, value:Burgundy",M,Adar Universal Women���s Scrub Set -Fashion Scrub Top and Multi-Pocket Scrub Pants - 903 - Burgundy - M,,,
B07Z3CC2N4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bosidu,Travel,Travel Accessory- Cosmetic Bag,unisex-adult,M-red,M,"Hanging Travel Toiletry Bag,Large Capacity Cosmetic Travel Toiletry Organizer for Women with 4 Compartments & 1 Sturdy Hook,Perfect for Travel/ Daily Use/ Valentines' Day",,,
B09P8RMZ3L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Always Dorothy,S,"WZMPA Dorothy Wizard Cosmetic Bag Dorothy Ruby Red Slippers Inspired Gift You Are Braver Stronger Smarter Than You Think Makeup Zipper Pouch Bag For Friend Family, Always Dorothy",,,
B09Z2SJZLP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Galat��e,,,,Pink + Eyeshadow Box,A,Galat��e Multi-Function Make Up Case Dustproof Cosmetic Storage Box Cosmetics Skin Care Products Jewelry Organizer Case Finishing Box Bedroom Bathroom Desktop (Pink + Eyeshadow Box),,,
B0B3XJR2TG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,,Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Red, value:Fox",23x10x47cm,Cute Animal Fox Garland Flower Hanging Toiletry Bag Travel Wash Bag Portable Makeup Cosmetic Organizer Waterproof Shower Bag for Women Girl,,,
B0B63QX2YW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Donna May,,Cosmetic Bag,Women's,Black & White,,Donna May London | Black & White Print Washable Open Flat Makeup Bag,,,
B0B5V2MVD2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KUIYAI,,,,Friend Don't Lie Bag,,KUIYAI TV Show Inspired Hawkins Middle School Eleven Mike Dustin Friends Zipper Pouch Makeup Bag (Friend Don't Lie Bag),,,
B0B4D3ZYDJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,,,"standardized_values:off-white, value:Off White",,Actress Gift Makeup Bag Actor Gifts for Women Theatre Acting Gift Drama Student Graduation Gift Cosmetic Bag Pouch Broadway Musical Drama Gift Christmas Birthday Gift for Girls Actress Friend Sister,,,
B072J9JVZ1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,,,"standardized_values:Pink, value:Pink",,Relavel Makeup Case Travel Makeup Bag for Women Makeup Train Case Cosmetic Bag Toiletry Makeup Brushes Organizer Portable Travel Bag Artist Storage Bag with Adjustable Dividers (Pink),,,
B087N597L6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mumusuki,,,,"standardized_values:Transparent, value:Transparent",M,Acrylic Clear Cotton Swab Dispenser Storage Box Holder Desktop Cosmetic Stick Cosmetic Makeup Organizer Makeup Case,,,
B07XL3PLWL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KARACTERMANIA,,Toiletry Bag,Unisex-Child,"standardized_values:White, value:White",S,"We Bare Bears Ice Bear-Jelly Toiletry Bag (Small), White",,,
B08SW1JX2F,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Vantasii,,,,Beige (Color Zipper),inchs,"15 Pack Blank Cotton Canvas DIY Craft Zipper Bags Pouches Pencil Case for Makeup Cosmetic Toiletry Stationary Storage (Beige, Color Zipper,8.3��� x 4.7���)",,,
B08HC92GZM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Xiuyer,,,,"standardized_values:Grey, value:Gray",M,"Marble Makeup Bag,Xiuyer 4pcs Waterproof Marble Cosmetic Bag PU Leather Lightweight Portable Organizers Toiletry Bag for Women Girls",,,
B08JQXXB5Q,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Deuter,,Toiletries bag,Unisex,Khaki-ivy,"1,5 L",deuter Wash Center Lite I Toiletries Bag,,,
B09JK2ZVLJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Wednesday Addams-bag,,KEYCHIN Wednesday Addams Cosmetic Bag Halloween Makeup Bag The Addams Family Fandom Gift Wednesday Addams is My Spirit Animal (Wednesday Addams-Bag),,,
B07F9LDNX4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mossio,"Business, Travel",Travel Accessory- Toiletry Kit,unisex-adult (luggage only),Dark Grey Flower,One Size,"Toiletry Bag Large,Mossio Super Light Cosmetic Case Packing Organizers Hygiene Bag Dark Grey Flower",,,
B09MKMM5DT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,chaqlin,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Purple, value:Bling Purple Butterflies",One Size,chaqlin Bling Purple Butterflies Printed Make up Bags for Ladies Girls Cute Pencil Case PU Leather Coin Purse Half Moon Cosmetic Bags with Wrist Strap,,,
B07DP5H5Z4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Adar Uniforms,,,Women's,"standardized_values:Black, value:Black",XXL Petite,Adar Pro Breakthrough Plus Scrub Set for Women - Enhanced V-Neck Top & Multi Pocket Pants - 4400P - Black - 2X,,,
B07RGX1VJ5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CARMEN,Travel,,,"standardized_values:Green, value:Green",28x22x9 cm (Pack of 1),Carmen�� LADIES MAKEUP BAG ORGANISER WASH MAKE UP COSMETIC CASE TRAVEL TOILETRY MONEY - TRUSTED UK SELLER & STOCK (GREEN),,,
B07P8BBG9G,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,mDesign,,,,"standardized_values:Grey, value:Graphite",35.9m x 20.6 x 16.7 cm,mDesign Storage Basket ��� Extra Large Metal Wire Basket for Household Storage ��� Ideal Bedroom and Bathroom Organiser ��� Grey,,,
B08BLTBRG3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Cath Kidston,,,,Warm Cream,L,Cath Kidston Large Wash Bag Toiletry Bag with Handles in Hedge Row Design in Warm Cream Oilcloth,,,
B00JQJ6GKO,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Samsonite,,,Women,"standardized_values:Blue, value:Dark Blue",15 cm,"Samsonite Toiletry Bag Move Cosmetic Cases Make-Up Case, Small, Dark Blue 56082 1247",,,
B09XCJ6B61,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BAUNA,,,,Speech Therapy,,Rainbow Speech Therapy Cosmetic Bag Everyone Deserve A Voice Speech Therapy Makeup Bag with Zipper SLP Appreciation Gift (Speech Therapy),,,
B09BR38Y3T,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FINGERINSPIRE,,,,Help Shape Little Minds,,"FINGERINSPIRE Teacher Makeup Bag, 23x18cm Cosmetic Zipper Pouch for Purse Organizer, Canvas Bag Handbags Printing Pencil Bag for Teacher Presents - It Takes a Big Heart to Help Shape Little Minds",,,
B00DD2F6QA,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Ancient Wisdom,Travel,,Women,"standardized_values:Brown, value:Natural",,Eco Friendly Natural Jute Toiletries Bag (Natural),,,
B01I97MGXY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CHN Elements.accessories,,,,"standardized_values:Blue, value:Turquoise","purse size 18cm*12cm,tassel length 12.5cm",CHN Elements.Make-up Bag Jewellery Keeping Travel Bag Gift Bag 2 Pockets Zip Up Purse-Turquoise-Dragon,,,
B0B56ZKB1J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,volila,,Airport Bag,Unisex,"standardized_values:Transparent, value:Clear",10 Pack,Airport Security Liquid Bags Compliant Toiletry Bags for Hand Luggage Liquids (10 Pack),,,
B07KBX8LL6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SONGMICS,,,,"standardized_values:Black, value:Black",1 Count (Pack of 1),"SONGMICS Lockable Makeup Case, Rolling Cosmetics Beauty Trolley Box, for Professional Makeup Artist, Beauty Studio, Nail Technician, ABS, Aluminum, 34 x 27 x 57 cm, Black JHZ08BK",,,
B091BBZ82Z,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mayzie Designs,,,,"standardized_values:Black, value:Black",20 x 14cm,Personalised Red Squirrel Pen/Pencil/Accessory Case/Make Up/Cosmetic Bag by Mayzie Designs��,,,
